stamp,x,y,z,roll,pitch,yaw
1.31762e+09,191.472,-69.617,2.37552,-0.0385404,0.00705767,0.067677
1.31762e+09,193.953,-69.4408,2.38218,-0.0418571,0.00545433,0.0691961
1.31762e+09,196.374,-69.2494,2.39521,-0.0483171,0.0104988,0.0735039
1.31762e+09,198.655,-69.0851,2.39415,-0.0368849,0.0148022,0.0765661
1.31762e+09,200.791,-68.9007,2.40207,-0.0358366,0.000546061,0.0751013
1.31762e+09,202.831,-68.7579,2.44675,-0.0369373,0.00120573,0.0625589
1.31762e+09,204.83,-68.628,2.4361,-0.0426325,0.0110884,0.0451128
1.31762e+09,207.4,-68.5457,2.4734,-0.0472029,-0.00827709,0.0162318
1.31762e+09,210.007,-68.5682,2.51311,-0.0341415,0.00473603,-0.00530792
1.31762e+09,212.626,-68.569,2.50115,-0.0393221,0.0121418,-0.00536976
1.31762e+09,215.23,-68.5604,2.52696,-0.0411189,-0.0127873,0.0031382
1.31762e+09,217.303,-68.5057,2.51321,-0.0465123,0.0176349,0.0140132
1.31762e+09,219.354,-68.4689,2.51707,-0.0432286,0.0207813,0.023911
1.31762e+09,221.466,-68.4249,2.48904,-0.026163,0.0116757,0.0311613
1.31762e+09,223.567,-68.3724,2.4868,-0.0114506,0.0166644,0.0355082
1.31762e+09,225.634,-68.3111,2.47329,0.00137782,0.0143804,0.0381238
1.31762e+09,227.719,-68.2339,2.46923,0.00768544,0.0192597,0.0405972
1.31762e+09,229.751,-68.1528,2.47689,0.010768,0.000868256,0.0400676
1.31762e+09,232.365,-68.0359,2.48751,0.00717605,0.0187515,0.0408459
1.31762e+09,234.72,-67.9005,2.46725,0.0223263,0.0219135,0.0553845
1.31762e+09,236.831,-67.6272,2.4624,0.0281902,0.0127384,0.118092
1.31762e+09,238.785,-67.1274,2.47617,0.0302205,0.0137787,0.237567
1.31762e+09,240.856,-66.0654,2.4992,-0.00836012,0.00235141,0.472243
1.31762e+09,242.414,-64.5569,2.45341,-0.0455276,0.0283835,0.75919
1.31762e+09,243.512,-62.7911,2.37521,-0.0441588,0.0631442,1.0424
1.31762e+09,244.105,-60.7727,2.25957,-0.0212755,0.053113,1.3239
1.31762e+09,244.275,-58.4883,2.14081,-0.0128225,0.0504951,1.52222
1.31762e+09,244.227,-56.3858,2.0499,-0.0185712,0.0452304,1.60462
1.31762e+09,244.082,-54.0545,1.94898,-0.0210331,0.0418353,1.62766
1.31762e+09,243.923,-51.3999,1.83832,-0.0166791,0.0406617,1.62787
1.31762e+09,243.803,-49.1684,1.75015,-0.0160342,0.0363838,1.6252
1.31762e+09,243.681,-46.767,1.66042,-0.0142455,0.0370875,1.62136
1.31762e+09,243.567,-44.1689,1.56965,-0.0118343,0.0399077,1.61736
1.31762e+09,243.429,-41.4825,1.46715,-0.00841735,0.0479691,1.61518
1.31762e+09,243.296,-38.8307,1.37491,-0.00543956,0.040881,1.61912
1.31762e+09,243.149,-36.1712,1.2731,0.00417379,0.053565,1.62787
1.31762e+09,242.981,-33.5386,1.17411,0.00605272,0.0504239,1.63643
1.31762e+09,242.775,-30.9642,1.0804,0.00230253,0.046569,1.6418
1.31762e+09,242.551,-28.3942,0.994905,-0.00749848,0.0397071,1.64158
1.31762e+09,242.363,-25.8379,0.92215,-0.00729643,0.0402391,1.63631
1.31762e+09,242.212,-23.305,0.848978,0.00591955,0.0424926,1.63069
1.31762e+09,242.064,-20.8036,0.770075,0.00215635,0.0407504,1.62661
1.31762e+09,241.922,-18.3273,0.688815,-0.00105274,0.0491987,1.62909
1.31762e+09,241.749,-15.8986,0.601255,-0.00247394,0.0418467,1.63808
1.31762e+09,241.544,-13.4666,0.529284,-0.00733898,0.0399678,1.65281
1.31762e+09,241.286,-11.0719,0.447013,-0.0134249,0.0450211,1.66563
1.31762e+09,241.013,-8.7809,0.362544,-0.0235609,0.0440739,1.67165
1.31762e+09,240.749,-6.55223,0.284796,-0.0303994,0.0451338,1.67282
1.31762e+09,240.509,-4.48036,0.216595,-0.035936,0.0464772,1.6701
1.31762e+09,240.251,-1.89267,0.132502,-0.0417607,0.045619,1.65826
1.31762e+09,240.055,0.44697,0.057925,-0.0395702,0.0457865,1.64546
1.31762e+09,239.919,2.5311,-0.0121765,-0.0393296,0.0454921,1.62798
1.31762e+09,239.816,4.76084,-0.085756,-0.0370094,0.0497658,1.60358
1.31762e+09,239.816,6.8396,-0.150113,-0.0323003,0.0465612,1.56919
1.31762e+09,239.841,8.76165,-0.195839,-0.0266679,0.0256033,1.54306
1.31762e+09,240.101,10.9086,-0.234249,-0.0304508,0.0215823,1.40328
1.31762e+09,240.741,12.8038,-0.257949,-0.025581,0.0326535,1.13705
1.31762e+09,242.04,14.3988,-0.311624,-0.0269853,0.0231282,0.795097
1.31762e+09,243.877,15.4981,-0.355933,-0.0258748,0.0146234,0.477287
1.31762e+09,245.825,16.1371,-0.362326,-0.022758,0.00435208,0.265619
1.31762e+09,248.164,16.5397,-0.367907,-0.0199596,0.00522486,0.123565
1.31762e+09,250.739,16.78,-0.369691,-0.0139861,0.00529319,0.0606592
1.31762e+09,252.79,16.8897,-0.374412,-0.0127464,0.00253586,0.0407386
1.31762e+09,254.997,16.9872,-0.372934,-0.0142623,0.00589375,0.034202
1.31762e+09,257.345,17.0781,-0.387296,-0.00880879,0.0083619,0.035047
1.31762e+09,259.808,17.1874,-0.389137,-0.0115289,-0.00344881,0.0395886
1.31762e+09,262.453,17.304,-0.374178,-0.0192473,0.0103716,0.0390696
1.31762e+09,265.174,17.4182,-0.392275,-0.00863989,0.00839972,0.0406592
1.31762e+09,267.993,17.5498,-0.38754,-0.00839057,-0.00420494,0.0443501
1.31762e+09,270.945,17.6989,-0.37884,-0.013155,0.00915539,0.0453367
1.31762e+09,272.952,17.7929,-0.387138,-0.0114885,0.0127228,0.0448302
1.31762e+09,275.001,17.8914,-0.392504,-0.00924076,0.00532395,0.0451831
1.31762e+09,277.066,17.9942,-0.386106,-0.00913671,0.00356227,0.0465355
1.31762e+09,279.169,18.1067,-0.384366,-0.00717322,0.00900313,0.0496652
1.31762e+09,281.256,18.2183,-0.379144,-0.00184371,0.00365581,0.0529953
1.31762e+09,283.353,18.3459,-0.365261,-0.00611884,-0.00197188,0.0564084
1.31762e+09,285.465,18.4818,-0.346526,-0.0102446,0.00265844,0.0596715
1.31762e+09,287.576,18.624,-0.339313,-0.0116329,0.0111256,0.0625236
1.31762e+09,289.664,18.7697,-0.340699,-0.0120275,0.0120363,0.0635853
1.31762e+09,291.746,18.9126,-0.339459,-0.00990875,0.00776496,0.0638854
1.31762e+09,293.827,19.0601,-0.330345,-0.00927292,0.00209603,0.0640878
1.31762e+09,295.893,19.2004,-0.31973,-0.0140338,0.00601342,0.0633641
1.31762e+09,297.948,19.3456,-0.305979,-0.0161733,0.00863985,0.0626409
1.31762e+09,299.975,19.4893,-0.307892,-0.0190392,0.0160169,0.0616517
1.31762e+09,302.003,19.6312,-0.317204,-0.0205878,0.0126226,0.0610862
1.31762e+09,304.039,19.7775,-0.335886,-0.0251257,0.00586099,0.0605521
1.31762e+09,306.08,19.9238,-0.328182,-0.030555,0.00395566,0.0598532
1.31762e+09,308.129,20.0624,-0.330637,-0.0306655,0.00675055,0.0597032
1.31762e+09,310.179,20.1977,-0.327651,-0.0292936,0.00932768,0.0601798
1.31762e+09,312.25,20.3343,-0.331016,-0.0309987,0.00924473,0.0594322
1.31762e+09,314.322,20.4715,-0.336832,-0.0296557,0.00919279,0.0577834
1.31762e+09,316.422,20.6045,-0.351491,-0.0300528,0.0101195,0.0566979
1.31762e+09,318.551,20.7374,-0.348524,-0.0281972,0.00633293,0.0562429
1.31762e+09,320.68,20.8666,-0.350207,-0.0292098,0.00364943,0.0566028
1.31762e+09,322.849,21.0031,-0.349403,-0.0273883,0.0113162,0.0561433
1.31762e+09,324.995,21.1316,-0.366358,-0.0224725,0.014606,0.055671
1.31762e+09,327.146,21.2545,-0.372129,-0.0167761,0.0138997,0.0559069
1.31762e+09,329.305,21.3851,-0.376745,-0.0150532,0.0100819,0.0566416
1.31762e+09,331.421,21.5031,-0.378665,-0.015057,0.0137811,0.0574302
1.31762e+09,333.57,21.6282,-0.381407,-0.00801944,0.018506,0.0582383
1.31762e+09,335.675,21.7514,-0.378144,-0.00397164,0.0129257,0.059242
1.31762e+09,337.747,21.88,-0.379749,-0.00499374,0.011513,0.0602048
1.31762e+09,339.82,22.0126,-0.38426,-0.00155448,0.0157018,0.0625029
1.31762e+09,341.816,22.1385,-0.381708,-0.000400554,0.0196661,0.064496
1.31762e+09,344.763,22.3436,-0.390798,0.00267338,0.016553,0.0679016
1.31762e+09,347.627,22.5544,-0.407161,0.0027808,0.0162301,0.0702836
1.31762e+09,350.365,22.7702,-0.413992,-0.000885166,0.0144288,0.0713204
1.31762e+09,352.925,22.964,-0.419064,-0.00250783,0.0136309,0.0683321
1.31762e+09,355.367,23.1209,-0.42899,0.00114639,0.0159594,0.0632901
1.31762e+09,357.622,23.2607,-0.426509,0.00220691,0.0216973,0.058184
1.31762e+09,359.65,23.3824,-0.418347,0.00229556,0.014771,0.0541321
1.31762e+09,362.082,23.5127,-0.428005,0.000909562,0.0179043,0.0517673
1.31762e+09,364.129,23.677,-0.421036,-0.00162122,0.012434,0.0707993
1.31762e+09,366.385,24.0991,-0.426758,-0.00722289,0.0119899,0.159842
1.31762e+09,368.424,24.885,-0.440616,-0.0078104,0.0225608,0.348859
1.31762e+09,370.213,26.1005,-0.491629,-0.0151919,0.0416626,0.607805
1.31762e+09,371.778,27.8455,-0.604931,0.0133887,0.0585296,0.915417
1.31762e+09,372.625,29.6744,-0.684367,0.0351687,0.0422514,1.18794
1.31762e+09,372.946,31.7163,-0.732827,0.0480491,0.0395658,1.45588
1.31762e+09,372.769,33.8274,-0.821969,0.0213563,0.050517,1.63129
1.31762e+09,372.472,36.0983,-0.915297,0.0152411,0.0429599,1.68475
1.31762e+09,372.158,38.7183,-1.02362,0.0166453,0.0346624,1.68535
1.31762e+09,371.897,40.8587,-1.07202,0.0111872,0.0362279,1.67953
1.31762e+09,371.632,43.0838,-1.14154,0.000433583,0.0342772,1.66657
1.31762e+09,371.413,45.4557,-1.22941,-0.00366327,0.0428138,1.65449
1.31762e+09,371.212,47.9748,-1.32947,-0.00389985,0.0403354,1.64503
1.31762e+09,371.03,50.6419,-1.43962,-0.00245139,0.0541393,1.63609
1.31762e+09,370.854,53.3536,-1.56032,0.00442123,0.0512738,1.62911
1.31762e+09,370.683,56.1475,-1.68789,0.00309594,0.0484335,1.62747
1.31762e+09,370.498,58.9276,-1.79486,0.00200139,0.0504357,1.63063
1.31762e+09,370.319,61.671,-1.89885,-7.73767e-05,0.0507963,1.63438
1.31762e+09,370.125,64.4054,-2.00622,-0.00118128,0.0476834,1.63979
1.31762e+09,369.887,67.1422,-2.11409,-0.00584164,0.0563098,1.65212
1.31762e+09,369.621,69.8719,-2.22916,-0.00911407,0.0494456,1.6602
1.31762e+09,369.368,72.4988,-2.32525,-0.0121694,0.0506252,1.66356
1.31762e+09,369.118,75.1828,-2.43752,-0.0106108,0.0475169,1.65893
1.31762e+09,368.878,77.853,-2.53929,-0.0139003,0.052032,1.6466
1.31762e+09,368.68,80.5026,-2.65651,-0.0141642,0.0547545,1.63195
1.31762e+09,368.538,83.1336,-2.76664,-0.013801,0.0503324,1.6161
1.31762e+09,368.429,85.7535,-2.87222,-0.0143497,0.0513147,1.60122
1.31762e+09,368.353,88.361,-2.99818,-0.0122043,0.0551982,1.58809
1.31762e+09,368.311,90.8545,-3.10121,-0.00451028,0.0517235,1.58105
1.31762e+09,368.294,93.1714,-3.17856,0.000895029,0.0500038,1.58024
1.31762e+09,368.266,95.291,-3.2561,0.0063855,0.0514636,1.58651
1.31762e+09,368.179,97.7852,-3.34105,0.0155828,0.052271,1.60813
1.31762e+09,368.016,100.191,-3.42991,0.0167797,0.0511841,1.63763
1.31762e+09,367.806,102.517,-3.51593,0.0161562,0.0396423,1.66469
1.31762e+09,367.531,104.873,-3.58813,0.0138848,0.0349755,1.68494
1.31762e+09,367.193,107.326,-3.65519,0.00595835,0.0311331,1.69937
1.31762e+09,366.841,109.904,-3.73004,0.00550642,0.0349334,1.70125
1.31762e+09,366.549,111.98,-3.8055,-0.0019694,0.0635619,1.6989
1.31762e+09,366.261,114.129,-3.89852,-0.00762103,0.0430264,1.68859
1.31762e+09,365.975,116.485,-4.05993,-0.0121401,0.0663779,1.67629
1.31762e+09,365.735,118.916,-4.15757,-0.00543867,0.04632,1.66593
1.31762e+09,365.464,121.518,-4.2969,-0.0269192,0.0508706,1.65187
1.31762e+09,365.252,124.247,-4.41601,-0.0209417,0.0316019,1.63078
1.31762e+09,365.124,127.12,-4.50329,-0.019844,0.0394561,1.60927
1.31762e+09,365.033,130.063,-4.6216,-0.00743878,0.0464948,1.59355
1.31762e+09,364.959,133.059,-4.73335,-0.00573978,0.0446564,1.5911
1.31762e+09,364.906,135.084,-4.80655,-0.00770981,0.0495934,1.59309
1.31762e+09,364.842,137.104,-4.89351,-0.00437779,0.0525965,1.59924
1.31762e+09,364.743,140.068,-5.00235,0.00382516,0.0378753,1.60962
1.31762e+09,364.653,142.07,-5.0645,0.00779869,0.0481384,1.61596
1.31762e+09,364.476,145.009,-5.16515,0.00202659,0.0442779,1.62286
1.31762e+09,364.292,147.954,-5.26582,0.00263342,0.0419003,1.62907
1.31762e+09,364.102,150.878,-5.35909,0.0121835,0.0563649,1.63843
1.31762e+09,363.864,153.738,-5.47184,0.0118301,0.0429524,1.64758
1.31762e+09,363.629,156.618,-5.57001,0.0111198,0.0520464,1.65263
1.31762e+09,363.396,159.415,-5.68685,0.0109867,0.0579489,1.65467
1.31762e+09,363.148,162.216,-5.81304,0.00321222,0.0541858,1.6518
1.31762e+09,362.921,165.011,-5.92653,0.00291353,0.0480304,1.64687
1.31762e+09,362.702,167.729,-6.05421,0.00924155,0.0611023,1.64439
1.31762e+09,362.493,170.382,-6.17819,0.0092023,0.056711,1.64055
1.31762e+09,362.318,172.916,-6.30403,0.00581911,0.0626297,1.6381
1.31762e+09,362.142,175.27,-6.4026,0.0155268,0.0488515,1.63699
1.31762e+09,362.006,177.456,-6.49481,0.0227542,0.0633883,1.64037
1.31762e+09,361.838,179.457,-6.56935,0.0181024,0.0457302,1.6464
1.31762e+09,361.578,181.866,-6.65671,0.0115883,0.0532319,1.6638
1.31762e+09,361.224,184.111,-6.74593,0.0205361,0.0497651,1.71902
1.31762e+09,360.598,186.201,-6.81693,0.0275481,0.0451821,1.84851
1.31762e+09,359.692,188.104,-6.87095,0.0401851,0.0391257,2.05654
1.31762e+09,358.355,189.683,-6.91412,0.041072,0.0358275,2.30524
1.31762e+09,356.587,190.874,-6.9497,0.0421333,0.0280085,2.58207
1.31762e+09,354.445,191.615,-7.0039,0.0496186,0.0223638,2.85365
1.31762e+09,352.178,191.836,-7.01199,0.0410156,0.0120699,3.04825
1.31762e+09,349.688,191.856,-7.02838,0.0417124,0.00649481,3.13137
1.31762e+09,347.644,191.809,-7.02304,0.0457949,-0.0123427,-3.10814
1.31762e+09,345.526,191.652,-6.98691,0.0422987,-0.0132671,-3.07519
1.31762e+09,343.28,191.442,-6.94568,0.0342047,-0.0143038,-3.06202
1.31762e+09,340.849,191.196,-6.91069,0.0312361,-0.0092488,-3.04654
1.31762e+09,338.346,190.924,-6.87084,0.0279143,-0.00911097,-3.03338
1.31762e+09,335.746,190.606,-6.82893,0.0231128,-0.0181319,-3.03166
1.31762e+09,333.055,190.301,-6.76825,0.0191926,-0.0129934,-3.03508
1.31762e+09,330.274,189.998,-6.71579,0.0124688,-0.00953029,-3.04422
1.31762e+09,327.419,189.715,-6.68718,0.00808973,0.00529099,-3.05088
1.31762e+09,324.639,189.43,-6.66872,0.00814774,0.00369781,-3.05794
1.31762e+09,321.854,189.196,-6.65663,0.00812697,0.00288614,-3.06434
1.31762e+09,319.078,188.968,-6.63058,0.00347148,0.000145049,-3.06996
1.31762e+09,316.242,188.74,-6.60596,-0.00436713,0.000596061,-3.07629
1.31762e+09,313.407,188.55,-6.60453,-0.00323976,0.00393476,-3.08285
1.31762e+09,310.508,188.39,-6.57725,0.00195505,0.00285855,-3.08714
1.31762e+09,307.603,188.195,-6.56001,0.00117852,0.00648629,-3.08658
1.31762e+09,304.785,188.018,-6.54092,-1.82488e-05,-0.00473721,-3.08194
1.31762e+09,301.938,187.832,-6.5054,0.0012409,-0.00193024,-3.08251
1.31762e+09,299.105,187.661,-6.46783,0.00119823,-0.00114879,-3.09051
1.31762e+09,296.355,187.513,-6.43816,0.00162379,-0.00759507,-3.09785
1.31762e+09,293.534,187.38,-6.40334,0.00310471,-0.000150296,-3.09898
1.31762e+09,290.766,187.254,-6.38541,0.00854354,-0.0066388,-3.09453
1.31762e+09,287.958,187.09,-6.33614,0.00837806,-0.00747153,-3.08261
1.31762e+09,285.123,186.867,-6.30671,0.00587027,-0.00162218,-3.07535
1.31762e+09,282.31,186.683,-6.28669,0.0139987,-0.0100793,-3.07225
1.31762e+09,279.402,186.469,-6.24509,0.00571413,-0.00247231,-3.07272
1.31762e+09,276.502,186.262,-6.22655,0.0118896,-0.00295318,-3.07761
1.31762e+09,273.562,186.085,-6.21442,0.0142136,0.00307825,-3.08594
1.31762e+09,270.595,185.9,-6.19368,0.0121206,0.0022376,-3.08908
1.31762e+09,267.643,185.722,-6.17471,0.0133384,0.00269083,-3.08284
1.31762e+09,264.67,185.512,-6.16697,0.0134204,0.00499844,-3.07506
1.31762e+09,261.727,185.305,-6.14008,0.0112423,-0.00484829,-3.0712
1.31762e+09,258.736,185.045,-6.12374,0.00306921,0.00308199,-3.06556
1.31762e+09,255.756,184.804,-6.0901,0.0101361,-0.0247148,-3.05961
1.31762e+09,253.738,184.623,-5.99687,0.0141531,-0.0132444,-3.05564
1.31762e+09,251.712,184.425,-5.98819,0.0123442,0.0033795,-3.05481
1.31762e+09,249.719,184.245,-5.98388,0.0112118,-0.00227541,-3.05734
1.31762e+09,246.765,184.008,-5.9258,0.017865,-0.0127265,-3.06293
1.31762e+09,243.793,183.773,-5.86194,0.0229776,-0.00567919,-3.06759
1.31762e+09,240.882,183.549,-5.8138,0.0204434,-0.0073114,-3.07227
1.31762e+09,238.032,183.338,-5.76492,0.02328,-0.00192168,-3.07557
1.31762e+09,235.255,183.16,-5.72683,0.0326671,0.00233085,-3.07549
1.31762e+09,232.599,182.973,-5.66701,0.0365446,-0.00387719,-3.07586
1.31762e+09,230.076,182.79,-5.62895,0.0251,-0.0124157,-3.08583
1.31762e+09,227.634,182.659,-5.58383,0.0160107,-0.00195011,-3.09735
1.31762e+09,225.362,182.559,-5.5381,0.0188256,-3.40177e-05,-3.1072
1.31762e+09,223.26,182.491,-5.51292,0.0200985,0.0010507,-3.11593
1.31762e+09,220.747,182.428,-5.47373,0.0290405,-0.00139849,-3.11306
1.31762e+09,218.549,182.315,-5.42995,0.0319828,-0.0019464,-3.08376
1.31762e+09,216.21,181.991,-5.37314,0.0351095,-0.0114081,-2.97769
